name,running_time,rating
0,74.0376347426586,4.810865240700383
1,105.56145504302435,7.172971895254635
2,123.00650732900348,6.998624003961524
3,61.481217187042546,7.7856616777885925
4,93.26996375534493,7.681148015703504
5,109.09571445356741,2.975182376757295
6,94.67761723158193,7.145033784068076
7,120.8279086833061,6.0339706972151985
8,109.79332579411606,4.38816953189198
9,118.27684819233784,4.822799591683461
10,89.81270732784878,7.685166015252875
11,144.30897616118898,4.553867017016337
12,109.70182938736289,4.428225056445875
13,100.67155968436603,2.334287130437752
14,77.91193208512311,9.08676167111168
15,88.11614951928246,2.4507432987888156
16,98.70523354815748,4.696952468376573
17,108.71746558726878,6.196320940350834
18,89.69915511908441,8.471116079370333
19,72.23626860457627,2.9911875471567395
20,102.5221548413734,4.491016413348029
21,120.3714369219596,6.132033254980093
22,84.18282208247987,4.459041013696186
23,107.9676343803413,5.7196977614296305
24,92.90992729692852,3.6469513001436944
25,129.65199209173176,5.985139083918269
26,74.64905326075485,1.6806938100374067
"27, most popular",127.6053254325764,6.03051434574081
28,95.56709149627906,0.8651798316873567
29,78.67791299935139,5.123908998650638
30,114.8231745798384,5.031480371572439
31,78.18649621701852,9.538424978885246
32,111.80482859501616,1.25112512194183
33,110.18413873765236,7.83258591742475
34,119.7517657457373,6.412279962698315
35,133.9623288021123,4.312623664594627
36,100.20315120666857,10e-1
37,97.29935540566187,2.9801620197687133
38,74.50691680569007,7.139343118333981
39,97.87733358781001,4.397427473029432
40,107.49472356231776,7.872796870567843
41,102.08216102849119,2.497850790511631
42,84.69372671806366,6.9134577263519414
43,110.34033308276959,8.493660924823464
44,88.26509046216741,7.178016545754717
45,112.62076036830814,7.529462581084694
46,94.24999762405578,5.045955922494079
47,111.03911607598323,2.324768135649164
48,109.4959741794319,6.99998768483034
49,115.1289230603893,1.5443313930759732
50,64.94474518544861,5.525973307993244
51,120.9521474148908,6.935164733933949
52,96.411891011125,3.2578768929396364
53,108.3637469099418,8.79587842633946
54,91.31132392330825,5.110721506041169
55,92.99405967748314,2.9388728020198442
56,91.4609487027999,7.958802882168998
57,102.27294899030028,8.229209603383824
58,99.03357334498618,4.8434752761379745
59,101.12876987866726,7.517523477770015
60,71.70054893245474,4.296960769688765
61,107.76785967949822,8.263247038785352
62,100.79343375787755,5.490763758478235
63,122.988304370337,4.353361129958065
64,100.20952072785096,8.575872380512081
65,122.72857491764184,8.856284451011451
66,71.65210566330451,3.9696581707077505
67,100.56731171406511,9.088573239533424
68,120.69916981933,6.020278606087058
69,110.78224842072908,7.572882274530173
70,83.55435516119833,8.636348286185799
71,121.78582266306809,9.760716057663323
72,64.33245779096066,6.238210974632525
73,116.98378919351805,6.415317609407468
74,88.35560142377398,4.300753653063763
75,65.51422773814087,5.119483271920378
76,114.52767708341592,4.955014895395509
77,91.99805003746114,5.072776211330777
78,117.88440080321341,5.280003940395498
79,116.36861250712153,4.448205960038589
80,107.75188858361166,6.407622685828965
81,95.49302455828153,4.689050527449731
82,111.1913339040028,7.008990523754267
83,104.18362472620052,4.51127226121284
84,103.11377252400415,6.328667081385397
85,87.9163716120319,3.9669434477414667
86,77.18410273559076,5.774819111250923
87,59.23471393963716,6.644846924733184
88,73.99429097318364,6.325626890946501
89,88.72296444630445,6.947839012854877
90,90.31334917758093,3.637325432425457
91,102.42764743591356,2.8104755745528567
92,95.08839983580702,7.692106321001392
93,114.07939082080993,5.194058372996166
94,66.65935075824305,5.632008695803022
95,104.1344800785356,5.936152856152498
96,93.41908262449242,2.2680852259052813
97,153.5598096180853,7.440631251091436
98,48.984476590195946,3.5527100001913055
99,109.56352667594743,6.750103440516214
100,140.52991914629234,5.325644553240004
101,112.84441105594152,4.103457542348262
102,109.82193293676015,9.196690962034204
103,115.8802812814337,7.440309170993972
104,97.64892514020569,7.744372550284872
105,78.24358970723456,4.951024171498316
106,81.66743200557956,3.1639326014074167
107,103.34709507946607,4.343090134183828
108,116.88067701804255,5.9863821016822
109,87.21862884982104,6.932626492059429
110,85.25184738664043,9.578142830062374
111,112.35769515023824,10.0
112,100.06042702287505,2.5131124166527714
113,88.99236868258699,10.0
114,113.03375492610465,2.374066138706692
115,119.70116105684284,6.397136363346172
116,81.76602917007669,5.4878187254915085
117,102.72442224824451,3.6719026696166024
118,94.46106466133037,4.786521604333436
119,84.73500847837124,4.157616525793955
120,95.06303963976065,7.226546519443844
121,92.08481289799795,6.726357080698416
122,54.82384901266332,5.01635552214774
123,76.26957690517577,5.270174724230845
124,101.91182280138085,5.126103161083578
125,85.77124121685745,2.994493169789105
126,87.70759641273183,6.08609024602175
127,94.94653375927467,5.565530799842673
128,102.48577377927865,5.8971851638552
129,73.82119272856578,3.4701153516591408
130,119.33150399101723,3.612884016448029
131,108.3407568034961,3.1856316465354215
132,106.25727189496376,7.307344236885717
133,98.15528436383885,4.985183858284367
134,92.09313263851617,7.285385446338445
135,75.68620097405733,6.779223668013963
136,93.33820148971424,4.008156679698378
137,128.5154739332117,3.180109564049061
138,82.27730406821142,8.001024936124354
139,78.73845709489424,8.240668818411512
140,122.67178711622768,7.768231157716574
141,107.49660063217749,6.260392276537428
142,115.30438840690434,8.128246221498445
143,115.02644370105413,5.864874383261141
144,111.80655952638016,5.152839330338517
145,79.79500609003863,7.267463004810569
146,97.63059730103063,4.979804794591858
147,95.1166974016952,1.7908172849725865
148,93.93926995207882,5.250787369406691
149,96.24920216230225,4.988018617217215
150,109.23386361472379,3.5265681697929163
151,79.80587274589908,4.974984607944693
152,69.38910233392323,10.0
153,98.0806621329522,7.39153428963628
154,70.9315293568709,6.267585848217482
155,84.20723650587712,5.309632577555248
